ArcherID,Date,ScoreFraction
0,2025-01-24,0.7659190265195234
0,2025-01-23,0.7552383006158941
0,2025-01-21,0.7638982834024228
0,2025-01-20,0.7350318254812105
0,2025-01-17,0.7209090031208316
0,2025-01-16,0.7932745939804604
0,2025-01-13,0.7401591646710455
0,2025-01-07,0.7463853362704953
0,2025-01-01,0.7280340002385569
0,2024-12-31,0.7815436617469085
0,2024-12-30,0.7297010667820196
0,2024-12-29,0.7174569924426857
0,2024-12-23,0.7406850829690244
0,2024-12-19,0.6817838068782481
0,2024-12-16,0.7363962087366341
0,2024-12-13,0.7784646514940949
0,2024-12-07,0.6943226364216644
0,2024-12-06,0.7202963472078765
0,2024-11-30,0.6898311982660018
0,2024-11-27,0.7285224109189818
0,2024-11-23,0.6921731895625448
0,2024-11-20,0.6546811102617307
0,2024-11-17,0.6835888607005584
0,2024-11-14,0.6821218504020258
0,2024-11-08,0.6692762675396771
0,2024-11-06,0.6709031860786111
0,2024-11-03,0.6570348774154378
0,2024-11-02,0.6845029258039257
0,2024-10-31,0.6450421883786506
0,2024-10-30,0.6824362040305941
0,2024-10-26,0.6298331298027185
0,2024-10-21,0.6839298333991088
0,2024-10-19,0.6392803477294542
0,2024-10-13,0.689524513492904
0,2024-10-12,0.6268779493106227
0,2024-10-08,0.669048439474152
0,2024-10-04,0.6241711364184485
0,2024-09-28,0.5988873006786183
0,2024-09-25,0.6015474513823362
0,2024-09-24,0.6191977712501197
0,2024-09-22,0.6391222787243567
0,2024-09-18,0.5936115048328959
0,2024-09-15,0.61193282017616
0,2024-09-11,0.6599552253705726
0,2024-09-06,0.5253091488819831
0,2024-09-03,0.5711248453575223
0,2024-09-01,0.6062221098894923
0,2024-08-29,0.5001759207732136
0,2024-08-25,0.5442859789244938
0,2024-08-19,0.5189417866229779
0,2024-08-17,0.5331532677822379
0,2024-08-11,0.5549221283185531
0,2024-08-08,0.4955727719260608
0,2024-08-03,0.5815963709274998
0,2024-08-02,0.5155191753786574
0,2024-07-27,0.5307807781276095
0,2024-07-25,0.5490119845267263
0,2024-07-24,0.5137214797771419
0,2024-07-18,0.5227425836075823
0,2024-07-16,0.5365638527378351
0,2024-07-10,0.4243313937841322
0,2024-07-08,0.46466743439938935
0,2024-07-06,0.5050883928936852
0,2024-07-03,0.5319443884543834
0,2024-06-28,0.5245743888078416
0,2024-06-27,0.47753173572509955
0,2024-06-24,0.4685889171676733
0,2024-06-20,0.4805037036551819
0,2024-06-18,0.49095450482935965
0,2024-06-15,0.42624275349633023
